review_text,F,BR,AU,FI,IR,A,L,LF,MN,O,PE,SC,SE,US,PO
I  ve learned how to do so many things through Pinterest pins and enjoying pinning items of my own.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I totally recommend this app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have had no problems with it crashing my phone.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This is such a fun way to kill time..waiting for appointments, when I can  t sleep or just feeling lazy bones.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I love this app I get recipes, how to  s, ideas and tons of diy ideas.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The app used to have major freezing problems.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
You can create a board of your own to refer back to also.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"\nIt still needs improvements at the functionality level, such as allowing a bigger number of secret boards, more flexibility in the search of pins, pinners, and boards, and more flexibility in the display on one  s pins and boards and boards that are followed.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I recommend it often.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I spend hours just looking and getting great ideas!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
";) I think it could be better by being able to private message someone , though you could block the person from messaging if needed.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Also I think it could be better if a pin could be deleted from your group board (like for example if it was inappropriate and you didn  t want it on your board), and also if you didn  t need to follow a person back for them to be added to a group board.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Please fix this, I love Pinterest way too much not to use it!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cant stop pinning!!!!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"In hope i dont jinx myself, but i havent had any issues with this app.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love the changes Pinterest has added, I dont ever have problems with this app because theyre great at addressing any.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Well, here  s your review.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have had no problems with it at all.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The potential is there...just waiting.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love the app and use it a lot when I need to pass time!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Can do what I like to do n rarely crashes!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Please fix the fixes\.""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I recommend this app to all my friends and will continue to use it faithfully!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Please add a back to top of page\ button.\""""",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I love Pinterest, but this app crashes almost every time I use it ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Love having a source of photos to reference when I need them.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nice app you can save your pics and grab pics from others and share comments ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The app is hard to see clearly on my phone, maybe I need to get the iPad.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Never had the problem before.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The only suggestions...fix the glitch that boots you out and shuts down your iPad on occasion, create main topic board to house boards as subtopics (e.g. Main topic 'decorating' and boards under this would be kitchen, bedroom, etc.) I just have so many boards it would make things more organized and easier to find.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I don  t understand why fix something that is not broken to really break it!!?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I wish there were no limitations on searches, and I know there are thousands of pins, so why only show a couple hundred?",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The upgrades have made great improvements.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Havent had any issues at all on iPhone 4S.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
There are so many great ideas on this app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only issue with this app is the lack of ability to print a pin from within the app you have to open in safari and that is to many extra steps....please add a print button!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love how you can create group boards and progressively invite members.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The mobile app is slow and crashes a lot, but I love it when it  s not struggling.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Can you try to add some instructions or a replay for when you first join?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
That I need to ask.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The only problem is that Ill just mean to take a peek &amp; before I know it, I  ll discover I  ve lost hours!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The best place to keep all your ideas, favorite things and plans is one place and better yet to share!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Easy to use, great way to kill time at a doctor  s office and such.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love fantasy art picture but you need to do if people like us is more easy phone to select action a picture.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have no problems with this app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This app runs so smoothly and I rarely have issues with it anymore.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Brittany Lauren ,  Please please please give us an update to be able to search for pins on our boards!",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
There is still a crashing issue on occasion and pins on my homepage refuse to load.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The app crashes sometimes and that can be very frustrating.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I learn a lot from what other folks post  it lacks a reliable search function &amp; it needs to add a setting of BOARDS/PERSONS I FOLLOW.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overall it is fun &amp;   provides a lot of good info.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only bad thing about it is that you can  t get on it without wifi.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Minus one star for occasional crashes of the app and I wish there was a better way to keep people from pinning links to spammy websites.,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
There are so many recipes and ideas that you can pin now and use as a resource later.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
\n\nPinterest was crashing on my iPad but seems to be better since the update.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I don  t like updates that change everything around but I seem to be getting used to how to navigate it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have to careful when I open it because it can be hours before I come up for air.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please take off the new update where it recommends sending certain pins to people who may like it on your Facebook friends list.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
It  s good that we can view what we  ve already pinned and be told when we  re about to pin something we may have forgotten has already been pinned to our board(s).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fantastic app I recommend it entirely only crashes sometimes.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
How to make or do anything!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I use Pinterest a lot, but the app is constantly crashing when I go to open a pin.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Everything you need is right here and more!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"But I wish there were a way to organize pins within boards, like sub boards or something.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"It  s so easy to use, has very few bugs, and is so much fun!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I enjoy using Pinterest on the iPad and iPhone but some features, like the ability to change the cover image of a board are missing.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I love Pintrest and the app version is laid out well, but it crashes all the time and sometimes takes several tries to reach the web page linked to the pin.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5/9/12 Update: Bugs are fewer.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Can we get a fix on this?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Never have any problems with it, never crashes.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The ideas that I have been able to use and share have been a tremendous help to me, my family, friends and co workers.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Will there ever be an update that allows us to move multiple pins to one board at a time?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pintrest provides an easy way to find and store ideas.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I love how you can create boards, secret boards, send to other pinners, or just like something.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have no problems with it at all.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"After update, takes longer for boards to load, sometimes the app crashes.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I have had no problems with Pinterest ever!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
because it crashes now and then.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pinterest helps you find recipes to make delicious dishes, gives you amazing gift ideas and room decor.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Why is it stuck?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Why aren  t our personal Boards in alpha order the way they come up to pin?,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Why can  t we change the cover photo on our Boards anymore?,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The only problem I have with it is that it randomly closes the app.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
it always gives me ideas i can use or elaborate on.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"For those who like to visually learn, read and live, this app fits the personal functionality I need in order for the platform to be an intuitive, seamless process regardless of the task I  m attempting to perform.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I wish you could still pin without opening.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I wish there was some type of messenger available.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
It would be nice to be able to respond to pins that have been sent to us with a message.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i like the new update but it still crashes every so often.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Im sure there is a way to turn that off, but I havent figured it out.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I wish there was a way to take off your recently viewed categories.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They  ve been hits at get togethers and if I ever need to fix or clean something I can find it on Pinterest.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"s Fling ,  This version crashes repeatedly and completely shuts my iPad down.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I need Pinterest Anonymous ,",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
No matter what you need it  s on Pinterest.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Prior to this last update you made some improvements and did update and it was great!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Then there was this last update :( Now iPad wants to crash sometimes, not anywhere like before but just some.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"And you know it would be great to be able to have more than  350 boards, I have noticed some of the people I follow have more but I cant figure out how to do it!",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
If we could just solve these issues it would be awesome!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only improvement I suggest is to add the ability to zoom\ in on the pictures after they have been pinned.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I have had the iPhone 4S and 5s, with both of them I had loading issues when saving an image that would freeze and continue to load hours after I have exited the app.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"I love this app, really liked when the added the I think you  ve already posted this!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Any time I need an idea I come here.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I can pretty much find everything I need here, and the app is simple to use.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
\nOverall I recommend it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can  t believe I was missing out on such great ideas for such a long time!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
There are so many great ideas and funny things!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"s78 ,  All of my new contacts I have made on this app and all of the great information I have gained, I  m just so excited to be able to pin all day long ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wish the app would allow you to view in both portrait and landscape format.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My only problem is not being able to stop.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I can always find projects that I can  t wait to try, and gifts to make for family.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great app nothing else like it gives me awesome ideas of things I can  t afford puts my head in debt ?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Now I can access things out and about such as ingredients for recipes, what was the name of that glue they said to use or how much vinegar do I need to buy to clean my house?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can  t stop!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only problem is I spend too much time on it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The only complaint I can share is I tried a recipe that had three ingredients, followed the recipe completely and failed all three times.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very infrequently do I have any problems and it is so convenient.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Honestly, I  m not sure I like the latest update but I will either adjust or they will update it again.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
How do people come up with these great ideas?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Unfortunately, it didn  t take long before a few a wipes posted bad links.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It helps me plan my meals, travel and make my dreams come true.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Constantly crashes when viewed on my iPad.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Works awesome on my phone but crashes if you repin too quickly back to back.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Works fine, I have had no issues.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This app needs an update.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Don  t listen to anybody who gave them one star they are just mad because they didn  t get any followers.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The way I think is to categorize first and then comment...but once you select a category you  ve pinned it and then you must do the several step process of editing.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
It helps me keep track of my pins and makes the easy to find when I need them.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"When I try to pin from Facebook, half the time it tells me I need to log in first. So sometimes I just skip it and email the item to myself.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I was nvr a big Facebook fan bc it gave too much personal without any personality Pinterest let  s your real self shine through whether you intended to or not ;),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I just wish that with the update that they would fix the crashing of my iPad if I have too many windows open or I have left it open too long :( ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I have had no problems at all.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I love to cook and have many apps and bookmarks for recipe searches, but Pinterest is often the first and last place I need to search.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Definitely recommend this to anyone.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Luv the inspiration of others\nConnection has never failed .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I was the person who said they would never Pinterest and now I can  t stop!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love Pinterest &amp; I love the ease this app provides.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Recent updates have made this app much better!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
At first when I signed up I had no idea what this was and I actually thought it was a waste of time but now that I understand it I absolutely love it and can  t stop pinning.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have never had any problems with this app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Only bug I found was when I expand a pin and try to scroll down to the related pubs area, they sometimes won  t load so I have to exit the pin and try again.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
God bless the person/people who created it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It  s an amazing app for everything you need!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sometimes I just give up waiting and just shut it down.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
\nI  ve made the most delicious recipes from it and  even used tips for my dogs.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Highly recommend this app!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I find everything what I need  and ever imagine!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A bit glitchy sometimes so you may need to do an uninstall / reinstall but otherwise go for it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I also can  t pin from Zulily any more, but I don  t know if it is Pinterest or Zulily.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I just sometimes get overwhelmed with how much is available and lose track of time.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It  s often the first place I go when I can  t figure out what to make for dinner!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Great app just wish it didn  t glitch on occasion ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
There are SO many great ideas that are shared throughout this app!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pinterest is there to find anything I need!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It can only get better with time, how can I invest?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wouldn  t plan an event without it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It  s my go to DIY site when the creative juices have failed me.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I recommend this to everyone.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Find everything I need from recipes to decorating and more.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I no longer need magazines to get ideas for decorating, hairstyles, clothing, organizing and so many other things.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Seriously if you know me you know that I can  t function without Pinterest.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I  m a teacher and there  s anything I can  t find in this app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Love to pin recipes / crafts then in store just look up for what you need.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wow when I first downloaded Pinterest I didn  t expect to be as cool and filled with GREAT ideas as it is!!! If u don  t have you are missing out and when you are getting started or don  t have many followers follow me cuz I love Pinterest and I pin every day!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I looked at everything wedding when my daughter was planning her event. Decks for the backyard was really fun when we were planning our backyard update.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only thing I would love added to Pinterest overall is keywords because a lot of times the captions for the pin do not contain any information about what the pin is about and then there is no way to search for it.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"I love this site but the app crashes every time I use it :( ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Great thing, just need more money ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Is there any way of getting the last version back, otherwise please change it!?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only problem is the newest update makes if a bit difficult to find and like things.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The update crashes sometimes, but not as much as it used to.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It  s so much more convenient and clear here.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A few updates ago this thing was added where whnevr you pinned something you would have to hold your finger on the screen and slide it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This was Christmas gift central right here.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
They made a  change some where along the way and I can no longer get this app to open my pinterest account using Facebook on my IPad. I think I followed all the instructions properly but still there is a problem.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
I have been hoping for a new version to fix the issue.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinterest has made my life so much easier!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only thing I would like to see added is a find feature for every board considering how many pins I have now.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"When I need to find something Pinterest is my first stop ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Could add feature that loads more pins when you reach the bottom and run out of pins!!!!!!!,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Wish it didn  t crash on occasion but other than that, it  s great!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The down side is that it does indeed crash on you everyonce in a while, not constant at all and doesn  t pick up where you left off, and you will be lucky if you find that specific pin again. Just remember that it  s probably a good idea to try some things out and see if you like them, if not you can delete it off.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I pick up some great ideas, crazy photos, and so on, but occasionally it just puts up colored boxes instead of photos. When I posted one image to FB, any time anyone clicked on it, it went to Pinterest without a way back to FB, so I deleted it.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I was frustrated when they swept in with the anti nude censorship, but I still use it, and the app provides all the features I need ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I really like having Pinterest at my finger tips!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I get frustrated because it crashes with some regularity.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Just download it, you won  t regret it!!!!!!!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I just love pinterest since day one!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It  s awesome that you can find almost anything you can think.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I just wish they  d add a Farm &amp; Ranch category!""""",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The App gets a 50/50 , sometimes it works and sometimes you have issues.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I just love this app ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It crashes constantly.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wish you could save images that you are trying to pin!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Love getting a ideas for EVERYTHING, but some of the websites pinned do not work.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Crashes have been minimized in the last updates, but still crashes on my iPad. I sort of wish links would open in chrome like they do on the app, but get why they don  t. Please don  t get much more complex!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Love the app but have also noticed that my tablet will automatically shut down only on the Pinterest site.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Just relax and find things you like.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Definitely recommend Pinterest!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Great ideas, but it crashes since upgrade :( ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BUT the app seems to crash a lot! I just hope you can fix the crashing problem.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
We really need an open-in-safari button.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Its constantly crashing on me or not showing the pictures, just a bunch of colored tiles.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I liked the list better I don  t need a picture to know the category.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My only complaint is that you cant search your own pins or likes as you can on a computer.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Im a crafter I would like to see more patterns that go with these crafts like the havoc made with recycled bottles there not for sale but there is no pattern either.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Just I had a few extra hours in the day to browse!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Love this app so much it has everything that you want to learn and much more I just absolutely love it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It  s a great app but it crashes way too much :( please fix this ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"It  s useful for event planning, motivation, cooking and pretty much anything you  re looking for. I planned my daughters entire baby shower using Pinterest.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I don  t like the fact that it always crashes when I  m on my iPad. Please fix the crashes on the iPads an it would be worth that fifth star.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"It makes me loom like the crafty creative one :) ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Occasionally mine will shut down on me.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I never have a problem!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Totally awesome app that is helpful when I need to find something quick to cook, crafts made or little thing to do around the house!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Not impressed with update, also need to put a sidebar on pins so you can see how far you have to scroll down to get to the bottom of a topic.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I need to see what I am working on, or towards in order for me to make the connection.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please change it back to the old Pinterest that we all liked.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can  t stop pinning!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can  t stop looking at it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
If I never need ideas about anything this is my go to app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Highly recommend it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"When I get married I intend to use a ton of the ideas for my wedding, and it  s a great place to find and store funny pictures.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can add as many as I want to anything I want.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
But it still crashes a LOT!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Always looking forward to what they have planned for the next update.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Does everything I need it to do!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Any idea or anything you think you want to do is here.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can  t help but say that Pinterest is awesome and that Im totally 100% addicted and it  s nice because I have so many followers interested in just what I pin!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This app never crashes or freezes up.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pinterest can redefine your life by making you the chef, artist or seamstress you thought you could never be!! I LOVE it and highly recommend it to everyone!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My only complaint is the offensive material and language that people post.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Update 12 28 2013 LOVE Pinterest, but see my request below. Please change it BACK to the APP opening when I pin in Safari and/or Chrome. Please make an iPad HD version!!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
If there were only a way to help me to really DO the ideas Ive pinned!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
You can find anything you need on Pinterest!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I plan to do the same for crafts.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Just not fond overall of the update but love the app in general.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"this app has everything just love Pinterest, Whenever I  m sad bitter or angry I just click on the Humor page Brilliant.""""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Granted, all of my pins are from other interesting boards, but I don  t like the idea of someone else adding something to my board.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
I love Pinterest and so far this app works how I expected it to.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Save those posts for Tumblr, please.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Haven  t had many problems. Now I can finally use Pinterest on both. I love that you can go to the board that you most recently pinned on.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I would like to post video using the copy and paste on my iPhone.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What did I ever do before Pinterest?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pinterest has provided me with access to ideas for home and classroom.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
